alpha,beta,tau,sharpness,val_corrected_kge,val_corrected_nse,val_negative_kge_stations,val_negative_nse_stations
1.0,0.4,0.0,0.1,0.717661385425439,0.7363178662412069,0,1
0.6,0.2,-0.2,0.2,0.7175749056724842,0.7336853553697857,0,1
0.4,1.0,0.2,0.05,0.7175486658628769,0.7215173126732666,0,0
0.4,1.0,0.4,0.1,0.7174911781430111,0.7211680412232423,0,0
1.0,0.6,-0.2,0.05,0.7174560790504126,0.7332055946604807,0,0
1.0,0.4,0.0,0.2,0.7173239606604056,0.735749996680505,0,1
0.4,0.4,0.0,0.05,0.7172650063072781,0.7354341556057532,0,1
0.8,0.8,-0.4,0.2,0.7172270562307738,0.728841168158165,0,0
0.4,0.4,0.0,0.1,0.7172045937857947,0.7354167294959506,0,1
0.6,1.0,0.0,0.35,0.7171534384300988,0.7222967040545336,0,0
0.6,0.2,-0.2,0.35,0.7171399684628803,0.733300850230977,0,1
0.6,0.2,0.2,0.05,0.7171149272098996,0.7337368752331337,0,1
0.6,0.2,0.0,0.05,0.7171081291628987,0.7340460684571258,0,1
0.6,0.2,0.4,0.05,0.7170592051104705,0.7330606102581015,0,1
0.6,0.2,0.0,0.1,0.7170370511719585,0.733959141343363,0,1
0.6,0.2,0.4,0.1,0.7170044704273861,0.7330362905795933,0,1
0.4,0.4,0.0,0.2,0.716994521450762,0.7353907265382137,0,1
0.6,0.2,0.2,0.1,0.716932379615418,0.7336463540028104,0,1
0.6,0.2,0.0,0.2,0.7168576169134298,0.7336630950834409,0,1
0.4,0.4,0.0,0.35,0.7168442429011835,0.7353901260010101,0,1
1.0,0.6,-0.2,0.1,0.7167769779790856,0.7333333808281499,0,0
0.4,0.8,0.4,0.35,0.7166733995103743,0.7263540472277581,0,0
0.6,0.4,-0.4,0.35,0.7166266626115805,0.7349971739714658,0,1
0.6,0.2,0.4,0.2,0.7164965134447744,0.7329748643330327,0,1
0.4,0.8,0.0,0.1,0.716474513220987,0.7265915164397787,0,0
1.0,0.4,0.0,0.35,0.716403185312088,0.7349619732361327,0,1
